,USD_vs_Curr1,USD_vs_Curr2,USD_vs_Curr3,USD_vs_Curr4,USD_vs_Curr5,USD_vs_Curr6,USD_vs_Curr7,OT,timestamp_idx
66,0.40796316,-0.19754992,0.6996571,-0.8592931,2.8518898,-2.3109,-1.6815691,-0.28147957,66
67,0.3885662,-0.19754992,0.7267606,-0.8375693,2.8518898,-2.305451,-1.6892263,-0.27728218,67
68,0.40117416,-0.22261561,0.72819996,-0.83799976,2.8518898,-2.3445013,-1.7045022,-0.2783317,68
69,0.4205717,-0.17367733,0.7017919,-0.7850151,2.8518898,-2.3336034,-1.691778,-0.26888746,69
70,0.4205717,-0.17666185,0.7167539,-0.7797924,2.8518898,-2.3299708,-1.6892263,-0.26469073,70
71,0.40796316,-0.19754992,0.7032116,-0.78934836,2.8518898,-2.3508584,-1.6892263,-0.2657396,71
72,0.41184267,-0.24230988,0.6890032,-0.81225806,2.8518898,-2.3726537,-1.6892263,-0.26469073,72
73,0.41087264,-0.22559942,0.6797979,-0.813119,2.8518898,-2.3917248,-1.6994159,-0.2846274,73
74,0.45645612,-0.20053373,0.7224721,-0.7850151,2.8518898,-2.3635724,-1.7019688,-0.27308482,74
75,0.4874916,-0.16770971,0.7253311,-0.7797924,2.8518898,-2.268217,-1.6790174,-0.24475339,75
76,0.46130568,-0.21664728,0.71889794,-0.8165628,2.8518898,-2.318165,-1.6790174,-0.2321613,76
77,0.41281268,-0.21426038,0.7317735,-0.82387114,2.8518898,-2.3127162,-1.691778,-0.23111242,77
78,0.4205717,-0.22380942,0.7439732,-0.80233836,2.8518898,-2.34995,-1.7019688,-0.24160552,78
79,0.41766164,-0.20650207,0.7332128,-0.71031636,2.8518898,-2.34995,-1.691778,-0.2426544,79
80,0.3206757,-0.22739014,0.7375112,-0.6857703,2.8518898,-2.3508584,-1.691778,-0.3077126,80
81,0.26539373,-0.21246967,0.7146191,-0.66555804,2.8518898,-2.356307,-1.691778,-0.3286994,81
82,0.26248425,-0.19516231,0.7003623,-0.6361433,2.8518898,-2.3544908,-1.6892263,-0.31505784,82
83,0.22078025,-0.18561399,0.7046314,-0.6587953,2.8518898,-2.3544908,-1.6841218,-0.38116553,83
84,0.2818812,-0.17069352,0.6868782,-0.6587953,2.8518898,-2.3345118,-1.6790174,-0.35703084,84
85,0.31291726,-0.17546804,0.6890032,-0.65382063,2.8518898,-2.329063,-1.691778,-0.33709353,85
86,0.3070977,-0.06923694,0.7153244,-0.6096655,2.8518898,-2.336328,-1.6841218,-0.33814302,86
87,0.32552522,-0.021492468,0.7210425,-0.5532753,2.8518898,-2.3236141,-1.6841218,-0.33814302,87
88,0.33716375,-0.012540334,0.7139041,-0.55559987,2.8518898,-2.3199813,-1.6508191,-0.31610733,88
89,0.34492218,0.038187955,0.6946828,-0.4177191,2.8518898,-2.266401,-1.6379321,-0.3433899,89
90,0.34686223,0.028042722,0.7010768,-0.3762232,2.8518898,-2.2872884,-1.6172645,-0.32450208,90
91,0.3594702,0.057882935,0.6082337,-0.3747499,2.8518898,-2.1247303,-1.55472,-0.3654256,91
92,0.42639068,0.07399649,0.6186849,-0.37720844,2.8518898,-2.1265469,-1.5521138,-0.35703084,92
93,0.4031142,0.032220338,0.5908859,-0.38847658,2.8518898,-2.0729666,-1.5468475,-0.3391925,93
94,0.38371667,0.050123896,0.6277549,-0.39825258,2.8518898,-2.0738745,-1.5704459,-0.33604464,94
95,0.37595767,0.11995025,0.6410554,-0.4177191,2.8518898,-2.1102,-1.5678214,-0.3286994,95
96,0.3643197,0.11457883,0.6096247,-0.42160302,2.8518898,-2.1301794,-1.5694035,-0.3391925,96
97,0.39826468,0.11696644,0.6012887,-0.5134146,2.8518898,-2.1565156,-1.5714883,-0.3286994,97
98,0.39826468,0.11875644,0.5140572,-0.48498577,2.8518898,-2.0811396,-1.5725305,-0.3286994,98
99,0.41087264,0.1336769,0.57291967,-0.45776162,2.8518898,-2.0666091,-1.5494721,-0.32660043,99
100,0.3817772,0.1068205,0.55984145,-0.49449378,2.8518898,-2.0793233,-1.5389578,-0.32450208,100
101,0.42542064,0.1050305,0.56947166,-0.5204841,2.8518898,-2.0048554,-1.5389578,-0.3307978,101
102,0.41766164,0.13725762,0.5853514,-0.4457563,2.8518898,-2.0520787,-1.5284264,-0.32240307,102
103,0.47585368,0.12770858,0.6117111,-0.49922898,2.8518898,-2.0693338,-1.5415995,-0.30561423,103
104,0.43511912,0.02923582,0.63614845,-0.55559987,2.8518898,-2.1220062,-1.5704459,-0.29407164,104
105,0.44966716,0.072802685,0.6494777,-0.5695466,2.8518898,-2.0729666,-1.5704459,-0.31086048,105
106,0.43317968,0.020283684,0.62147605,-0.59265757,2.8518898,-2.0811396,-1.5704459,-0.29407164,106
107,0.4661552,0.06802817,0.6277549,-0.56351084,2.8518898,-2.1220062,-1.55472,-0.28567693,107
108,0.47391364,0.099062175,0.6480678,-0.5345745,2.8518898,-2.1183736,-1.544224,-0.24055603,108
109,0.5291956,0.09965908,0.6797979,-0.5811215,2.8518898,-2.1174653,-1.5463269,-0.23111242,109
110,0.4807026,0.07877101,0.6326521,-0.62384206,2.8518898,-2.1565156,-1.5468475,-0.24790126,110
111,0.50591916,0.08473863,0.66002566,-0.59036154,2.8518898,-2.1937494,-1.5599681,-0.27623332,111
112,0.49525064,0.1844052,0.65720516,-0.574186,2.8518898,-2.1910248,-1.544224,-0.2783317,112
113,0.49816012,0.2112616,0.65228903,-0.5546722,2.8518898,-2.2046473,-1.5415995,-0.254197,113
114,0.5049491,0.20051874,0.6642567,-0.5672317,2.8518898,-2.1764948,-1.5415995,-0.23635866,114
115,0.51076865,0.20230946,0.6536892,-0.5695466,2.8518898,-2.1819437,-1.5494721,-0.2437039,115
116,0.5456836,0.24707013,0.6487731,-0.4778496,2.8518898,-2.1628723,-1.544224,-0.23635866,116
117,0.5922366,0.2918301,0.6389494,-0.43562618,2.8527694,-2.161056,-1.5099325,-0.22901343,117
118,0.5854476,0.30675054,0.6508785,-0.4682931,2.8518898,-2.1737702,-1.5099325,-0.23426029,118
119,0.651398,0.3186865,0.6333476,-0.4730762,2.8518898,-2.2055552,-1.5099325,-0.18179417,119
120,0.6038751,0.36643097,0.5825885,-0.44190142,2.8518898,-2.202831,-1.5099325,-0.1975335,120
121,0.6029051,0.3515105,0.6019842,-0.45007983,2.8518898,-2.2264426,-1.5152341,-0.20592824,121
122,0.59805614,0.38135076,0.6452669,-0.427409,2.8518898,-2.2182693,-1.5231602,-0.18389253,122
123,0.6261821,0.4249176,0.6642567,-0.43708012,2.8518898,-2.1883006,-1.5231602,-0.18494204,123
124,0.6048451,0.40402952,0.66919243,-0.46446675,2.8518898,-2.1419852,-1.5019882,-0.18494204,124
125,0.665946,0.43804735,0.692548,-0.4730762,2.8518898,-2.1102,-1.5019882,-0.17339943,125
126,0.71249956,0.54785913,0.7253311,-0.4177191,2.8518898,-2.0675175,-1.4566982,-0.15241261,126
127,0.722198,0.64394504,0.7210425,-0.37130612,2.8518898,-2.0647929,-1.4593763,-0.1534621,127
128,0.737716,0.6499134,0.7160389,-0.39678955,2.8518898,-2.0475383,-1.45402,-0.15556109,128
129,0.722198,0.68572116,0.7160389,-0.40557063,2.8518898,-2.0584362,-1.4486638,-0.15241261,129
130,0.771661,0.8009044,0.74469745,-0.3762232,2.8518898,-2.0611603,-1.4028887,-0.142969,130
131,0.811425,0.855811,0.7590993,-0.3801545,2.8518898,-1.9721624,-1.375768,-0.1209333,131
132,0.71346956,0.7543537,0.74110436,-0.41529876,2.8518898,-1.9630809,-1.3457539,-0.11568644,132
133,0.6630365,0.7573375,0.7439732,-0.4225689,2.8518898,-1.9603566,-1.386624,-0.17549782,133
134,0.5573216,0.8020982,0.7540479,-0.36392137,2.8518898,-1.9140412,-1.375768,-0.13667327,134
135,0.56799006,0.79016227,0.74685186,-0.4778496,2.8518898,-1.9376526,-1.375768,-0.1639552,135
136,0.6494585,0.8331322,0.76559985,-0.4322497,2.8518898,-1.9494588,-1.375768,-0.13667327,136
137,0.664976,0.88863504,0.78950644,-0.440935,2.8518898,-1.9058679,-1.3347908,-0.12617955,137
138,0.5718696,0.8534234,0.7836916,-0.446713,2.8518898,-1.9376526,-1.3703228,-0.13142641,138
139,0.5902971,0.85163265,0.75837505,-0.43466035,2.8518898,-1.9748867,-1.3703228,-0.10309435,139
140,0.5912671,0.88863504,0.76053864,-0.34166166,2.8518898,-1.9539993,-1.35395,-0.11673594,140
141,0.60969406,0.91429764,0.76776344,-0.2740227,2.8518898,-1.9494588,-1.3692259,-0.11148908,141
142,0.61066407,0.8379067,0.7967796,-0.2689625,2.8518898,-1.971254,-1.3947654,-0.13667327,142
143,0.5456836,0.84685886,0.7989628,-0.2901794,2.8518898,-2.0348241,-1.3974788,-0.16185683,143
144,0.6475185,0.9662197,0.7953213,-0.24098232,2.8518898,-2.0012228,-1.3839095,-0.16815257,144
145,0.665946,1.0276902,0.79459643,-0.2230564,2.8518898,-1.9431015,-1.3457539,-0.14506736,145
146,0.68728304,1.1243728,0.78950644,-0.1331001,2.8518898,-1.8568279,-1.3183098,-0.13667327,146
147,0.68922305,1.0945327,0.7858747,-0.173946,2.8518898,-1.9040517,-1.3127929,-0.11358807,147
148,0.61066407,1.0599179,0.79459643,-0.1791493,2.8518898,-2.0012228,-1.3265594,-0.1660542,148
149,0.6019356,1.1034849,0.8004113,-0.15044275,2.8518898,-2.0130289,-1.3292911,-0.11778544,149
150,0.6504286,1.1959893,0.82232815,-0.050518867,2.8518898,-2.0066717,-1.301758,-0.06426982,150
151,0.67467505,1.2258295,0.8091624,-0.044042956,2.8518898,-2.008488,-1.301758,-0.032789893,151
152,0.70183104,1.1571969,0.81866705,-0.113557205,2.8518898,-2.0230184,-1.3210596,-0.031740397,152
153,0.7396555,1.1941992,0.83332974,-0.0843147,2.8518898,-2.0093963,-1.3127929,-0.040135127,153
154,0.7251075,1.1918117,0.82965946,-0.08698363,2.8518898,-2.0230184,-1.310043,-0.03488889,154
155,0.771661,1.2676057,0.83332974,0.03511389,2.8518898,-2.0311916,-1.2740803,0.03856406,155
156,0.806576,1.3183346,0.84508497,0.09353162,2.8518898,-1.9957739,-1.2685088,0.02807096,156
157,0.81627446,1.3619008,0.85910046,0.16716872,2.8518898,-1.9122248,-1.257384,0.13824944,157
158,0.79105794,1.3511586,0.82452047,0.107574165,2.8518898,-1.9512751,-1.257384,0.13090421,158
159,0.81530446,1.4764878,0.8517208,0.23356475,2.8518898,-1.9176737,-1.2294545,0.14874317,159
160,0.8250035,1.4812623,0.85688853,0.17404659,2.8518898,-1.887705,-1.2238466,0.15608841,160
161,0.90453196,1.4884237,0.88875395,0.20282044,2.8518898,-1.8677256,-1.2210431,0.18022247,161
162,0.94623595,1.5272161,0.91112447,0.2804561,2.8518898,-1.8404815,-1.2069885,0.22009712,162
163,1.0315834,1.6704495,0.94792557,0.35791898,2.8518898,-1.8768071,-1.1389989,0.27256325,163
164,1.0674684,1.6334472,0.93136996,0.3100618,2.8518898,-1.8740829,-1.1532335,0.25892165,164
165,1.0490409,1.6274796,0.9058986,0.27161685,2.8518898,-1.7841766,-1.1361407,0.24318232,165
166,1.0403124,1.6513515,0.8687111,0.23356475,2.8518898,-1.7414936,-1.0758619,0.27780947,166
167,1.0626189,1.6406085,0.9014171,0.21322761,2.8518898,-1.7478504,-1.0758619,0.26731637,167
168,0.9103509,1.4973758,0.8443509,0.15004617,2.8518898,-1.7778193,-1.0816305,0.08788232,168
169,0.90259194,1.31535,0.77862054,0.07953698,2.8518898,-1.761473,-1.0816305,0.10991801,169
170,0.88998395,1.2186681,0.72819996,0.029594142,2.8518898,-1.7451262,-1.0758619,0.12251011,170
171,1.0170354,1.357127,0.7902307,0.14151311,2.8518898,-1.6615767,-0.9826027,0.20120929,171
172,0.97727144,1.4108391,0.7540479,0.13412836,2.8518898,-1.6325164,-1.0468901,0.21694925,172
173,0.94914544,1.3272867,0.7139041,0.104761556,2.8518898,-1.5889255,-1.15494,0.19386406,173
174,0.8667075,1.0975165,0.6642567,0.021338755,2.8518898,-1.5471506,-1.1075288,0.16133465,174
175,0.9122904,1.0557404,0.7174684,-0.041345514,2.8518898,-1.5771194,-1.1046536,0.1434963,175
176,0.92877847,1.1482447,0.71889794,-0.0016764371,2.8518898,-1.4763156,-1.1161202,0.17497623,176
177,0.9510849,1.2240394,0.70748127,0.04949111,2.8518898,-1.459061,-1.1787719,0.20120929,177
178,1.0063668,1.3541424,0.70534647,0.18149805,2.8518898,-1.4263675,-1.1218535,0.23793545,178
179,1.0538903,1.378015,0.7432582,0.201663,2.8518898,-1.4427142,-1.0845068,0.19071619,179
180,1.072318,1.4705194,0.7569357,0.22773883,2.841677,-1.4663258,-1.0874002,0.21170239,180
181,1.0296439,1.2717832,0.7569357,0.09353162,2.8518898,-1.4663258,-1.0845068,0.18546933,181
182,1.0053974,1.1739074,0.7778963,0.015848087,2.8518898,-1.4390817,-1.0902754,0.14874317,182
183,1.0267345,1.0408199,0.78804755,0.0037857227,2.8518898,-1.4372654,-1.1075288,0.085783325,183
184,1.0529203,1.2676057,0.8091624,0.14151311,2.8518898,-1.398215,-1.0931506,0.17497623,184
185,1.0412818,1.2246357,0.81500655,0.11603025,2.8518898,-1.4608773,-1.0931506,0.16343364,185
186,1.0480708,1.1482447,0.786599,0.06448069,2.8518898,-1.4554284,-1.0931506,0.14139794,186
187,1.0063668,1.1900216,0.77282524,0.08233021,2.8518898,-1.5081007,-1.0729685,0.11726325,187
188,0.9937589,1.2049414,0.76415133,0.13016857,2.8518898,-1.5035597,-1.0845068,0.10677015,188
189,1.0490409,1.2974465,0.7902307,0.18724701,2.8518898,-1.4372654,-1.0585003,0.14874317,189
190,1.0364329,1.294462,0.78950644,0.17289886,2.8518898,-1.4399896,-1.0613936,0.13824944,190
191,1.0577699,1.3511586,0.7989628,0.21322761,2.8518898,-1.4000314,-1.0323502,0.14139794,191
192,1.0674684,1.4335178,0.81940114,0.25986066,2.8518898,-1.2892379,-0.99728626,0.12251011,192
193,1.0878353,1.6406085,0.77862054,0.17862843,2.8518898,-1.2120457,-0.9855315,0.12041111,193
194,1.0742574,1.7808583,0.80406255,0.25693345,2.8518898,-1.1030684,-0.87561244,0.15189104,194
195,1.0044274,1.7659378,0.8113553,0.2540068,2.8518898,-1.0839974,-0.8876178,0.12565798,195
196,0.883195,1.7450497,0.8011454,0.17862843,2.8518898,-1.083089,-0.8906012,0.11201639,196
197,0.9248989,1.7999556,0.8318616,0.2510796,2.8518898,-1.0122541,-0.8635888,0.12460848,197
198,0.6387901,1.6823854,0.79459643,0.19300565,2.8518898,-0.9850096,-0.8394698,0.01757786,198
199,0.6213326,1.7032735,0.77137613,0.24815236,2.8518898,-0.93415356,-0.8394698,-0.0086558275,199
200,0.5291956,1.751018,0.70534647,0.2804561,2.8518898,-0.82154375,-0.800002,-0.071615055,200
201,0.44675764,1.6823854,0.6340523,0.2774998,2.8518898,-0.80883,-0.7294778,-0.050628226,201
202,0.5728396,1.7181933,0.6890032,0.30115587,2.8518898,-0.8496962,-0.77557766,0.0018378977,202
203,0.5728396,1.6495607,0.6445616,0.23064724,2.8518898,-0.86695087,-0.7418078,0.022824097,203
204,0.5340451,1.6400124,0.66073096,0.23239763,2.8518898,-0.948684,-0.7663939,-0.00026109762,204
205,0.5573216,1.7002897,0.67625314,0.30115587,2.8518898,-0.9795607,-0.7602471,0.015478864,205
206,0.5854476,1.6853693,0.68191314,0.25986066,2.8518898,-0.93778616,-0.7294778,0.04381092,206
207,0.5650806,1.6973052,0.6996571,0.23647258,2.8518898,-0.97592807,-0.8152254,0.052205026,207
208,0.5873876,1.6794009,0.70891076,0.201663,2.8518898,-0.99863166,-0.7325512,0.085783325,208
209,0.5738096,1.6465769,0.6890032,0.18724701,2.8518898,-1.0367739,-0.75719196,0.09732592,209
210,0.5999956,1.6256889,0.68333346,0.201663,2.8518898,-1.083089,-0.7294778,0.10152329,210
211,0.5893271,1.6614974,0.7017919,0.26455766,2.8518898,-1.1112415,-0.7694491,0.07004398,211
212,0.5194971,1.6704495,0.6996571,0.2970045,2.8518898,-1.0095295,-0.74795353,0.023873596,212
213,0.5728396,1.7778738,0.7482906,0.41860425,2.8518898,-0.9096337,-0.6954027,0.10152329,213
214,0.6213326,1.7987624,0.731059,0.42166546,2.8518898,-0.93778616,-0.7232957,0.10152329,214
215,0.53889465,1.816666,0.71889794,0.4585795,2.8518898,-0.9850096,-0.7078034,0.09103019,215
216,0.53501517,1.762954,0.6748426,0.4308582,2.8518898,-1.0803648,-0.74488014,0.07529022,216
217,0.5476231,1.7599702,0.6677819,0.42166546,2.8518898,-1.0712833,-0.7663939,0.059550256,217
218,0.4807026,1.7462435,0.6975223,0.39908075,2.8518898,-1.0640181,-0.7633205,0.08053708,218
219,0.46324512,1.7271454,0.70677596,0.44623035,2.8518898,-1.0649264,-0.77557766,0.05430402,219
220,0.47585368,1.7181933,0.72390157,0.4082159,2.8518898,-1.045855,-0.7633205,0.049057156,220
221,0.39341515,1.7850358,0.7167539,0.44807655,2.078201,-1.0313251,-0.75104517,0.049057156,221
222,0.41087264,1.7796644,0.73895055,0.43823326,2.078201,-1.0286005,-0.75104517,0.07319185,222
223,0.39341515,1.7719061,0.74469745,0.41371626,2.078201,-0.95685756,-0.7786329,0.08053708,223
224,0.4157222,1.762954,0.7439732,0.3699819,2.078201,-0.9405104,-0.74795353,0.093128555,224
225,0.4205717,1.7557925,0.73895055,0.31601146,2.078201,-1.017703,-0.75104517,0.07424072,225
226,0.44093868,1.816666,0.7139041,0.3609323,2.078201,-0.99499905,-0.74488014,0.06794499,226
227,0.44772768,1.7927942,0.7017919,0.31124774,2.078201,-1.0776402,-0.7325512,0.05430402,227
228,0.47779313,1.6704495,0.7046314,0.25986066,2.078201,-1.2147698,-0.7694491,0.04590929,228
229,0.49525064,1.5970424,0.6975223,0.26279756,2.078201,-1.2483712,-0.82735616,0.04381092,229
230,0.5224066,1.4794716,0.6996571,0.17289886,2.078201,-1.314666,-0.82735616,0.05430402,230
231,0.52725613,1.5182639,0.71176004,0.21786703,2.078201,-1.2965031,-0.833413,0.04695879,231
232,0.4486977,1.494392,0.7174684,0.22193286,2.078201,-1.3210229,-0.8121874,0.04381092,232
233,0.45645612,1.5898803,0.7224721,0.28635785,2.078201,-1.2093214,-0.80609524,-0.042234123,233
234,0.4904017,1.6614974,0.7461368,0.3429009,2.078201,-1.1412103,-0.8030572,-0.024395164,234
235,0.4244512,1.6167368,0.76053864,0.348899,2.078201,-1.1857095,-0.7633205,-0.005507335,235
236,0.43414968,1.5958487,0.74685186,0.31601146,2.078201,-1.1966072,-0.7817063,-0.04538199,236
237,0.41766164,1.6256889,0.7375112,0.33390942,2.078201,-1.1820768,-0.7786329,-0.039085627,237
238,0.34104267,1.6227051,0.73895055,0.3279404,2.078201,-1.1984236,-0.7602471,-0.09260125,238
239,0.43220964,1.5964456,0.73966503,0.27632353,2.078201,-1.2401981,-0.7847614,-0.06636819,239
240,0.41766164,1.5331844,0.7569357,0.27161685,2.078201,-1.2556365,-0.7908547,-0.14191951,240
241,0.45742616,1.5719761,0.7634265,0.29937696,2.078201,-1.2547286,-0.830376,-0.18494204,241
242,0.4661552,1.5481042,0.7439732,0.30115587,2.078201,-1.3019519,-0.8635888,-0.053776722,242
243,0.48943165,1.3989031,0.7461368,0.18552512,2.078201,-1.3364613,-0.91152155,-0.15556109,243
244,0.48555216,1.273574,0.73895055,0.07674375,2.078201,-1.3736953,-0.95605737,-0.1975335,244
245,0.49525064,1.166149,0.7360817,0.037868343,2.078201,-1.3963988,-0.95605737,-0.20278037,245
246,0.49525064,1.273574,0.73895055,0.08792636,2.078201,-1.3963988,-1.0235981,-0.1975335,246
247,0.43220964,1.28551,0.730344,0.09353162,2.078201,-1.4154698,-1.0206865,-0.20802723,247
248,0.45645612,1.4884237,0.730344,0.24522515,2.078201,-1.3500837,-0.95605737,-0.20278037,248
249,0.47585368,1.5331844,0.73536664,0.25986066,2.078201,-1.3818684,-0.93531704,-0.19228727,249
250,0.4904017,1.6167368,0.75766,0.34769368,2.078201,-1.3246555,-0.95605737,-0.13667327,250
